SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#
MLS Listing,,Multi-Family (2-4 Unit),563 W 12th St,San Pedro,CA,90731,685000,4,4,193 - San Pedro - North,2672,5000,1925,10,256,,Active,,,http://www.redfin.com/CA/Los-Angeles/563-W-12th-St-90731/home/7690465,CRMLS,OC17152421
MLS Listing,,Multi-Family (2-4 Unit),1830 Winmar Dr,Glassell Park,CA,90065,799900,4,3,623 - Glassel Park,1981,6997,1952,10,404,,Active,,,http://www.redfin.com/CA/Los-Angeles/1830-Winmar-Dr-90065/home/7075273,CRMLS,CV17150086
MLS Listing,,Multi-Family (2-4 Unit),7462 Jamieson Ave,Reseda,CA,91335,575000,5,2,Reseda (RES),1858,10134,1958,10,309,,Active,July-16-2017 1:00 PM,July-16-2017 4:00 PM,http://www.redfin.com/CA/Los-Angeles/7462-Jamieson-Ave-91335/home/3800885,TheMLS,17-248032
MLS Listing,,Multi-Family (2-4 Unit),8920 Hildreth Ave,South Gate,CA,90280,799900,6,4,"T2 - Cudahy, SouthGate W of 710, HuntPk S of Flore",2347,9750,1945,10,341,,Active,,,http://www.redfin.com/CA/South-Gate/8920-Hildreth-Ave-90280/home/7385315,CRMLS,PW17150930
MLS Listing,,Multi-Family (2-4 Unit),854 84th Pl,Los Angeles,CA,90001,499000,,,C37 - Metropolitan South,,7835,1930,10,,,Active,,,http://www.redfin.com/CA/Los-Angeles/854-E-84th-Pl-90001/home/7289074,i-Tech MLS,817000574
MLS Listing,,Multi-Family (2-4 Unit),3951 Arlington Ave,Los Angeles,CA,90008,549000,4,2,C16 - Mid Los Angeles,1866,6502,1921,10,294,,Active,,,http://www.redfin.com/CA/Los-Angeles/3951-Arlington-Ave-90008/home/6882156,CRMLS,PV17151992
MLS Listing,,Multi-Family (2-4 Unit),2108-1/2 7th Ave,Los Angeles (City),CA,90018,825000,4,2,Mid Los Angeles,2883,5026,1922,10,286,,Active,July-15-2017 3:00 PM,July-15-2017 5:00 PM,http://www.redfin.com/CA/Los-Angeles/2220-1-2-7th-Ave-90018/home/109303899,TheMLS,17-247784
MLS Listing,,Multi-Family (2-4 Unit),514 West 48th St,Los Angeles (City),CA,90037,625000,4,4,Downtown Los Angeles,3600,6794,1921,10,174,,Active,,,http://www.redfin.com/CA/Los-Angeles/514-W-48th-St-90037/home/6872760,TheMLS,17-247652
MLS Listing,,Multi-Family (2-4 Unit),9807 Wilmington Ave,Los Angeles,CA,90002,379000,2,2,WATT - Watts,780,2929,1921,11,486,,Active,,,http://www.redfin.com/CA/Los-Angeles/9807-Wilmington-Ave-90002/home/7301749,CRMLS,CV17151463
MLS Listing,,Multi-Family (2-4 Unit),1343 West 228th St,Torrance,CA,90501,664000,6,3,Harbor Gateway,2508,7200,1964,12,265,,Active,,,http://www.redfin.com/CA/Torrance/1343-W-228th-St-90501/home/7647186,TheMLS,17-247540
MLS Listing,,Multi-Family (2-4 Unit),3448 Casitas Ave,Atwater Village,CA,90039,749900,3,2,699 - Not Defined,1412,6755,1923,12,531,,Active,,,http://www.redfin.com/CA/Los-Angeles/3448-Casitas-Ave-90039/home/7065049,CRMLS,MB17151202
MLS Listing,,Multi-Family (2-4 Unit),738 E 84th Pl,Los Angeles,CA,90001,449900,4,2,C34 - Los Angeles Southwest,1718,5100,1959,12,262,,Active,,,http://www.redfin.com/CA/Los-Angeles/738-E-84th-Pl-90001/home/7289034,CRMLS,RS17150883
MLS Listing,,Multi-Family (2-4 Unit),1322 S Gerhart Ave,Commerce,CA,90022,525000,0,,Commerce,1183,9838,1946,12,444,,Active,,,http://www.redfin.com/CA/Commerce/1322-S-Gerhart-Ave-90022/home/7432104,i-Tech MLS,317005445
MLS Listing,,Multi-Family (2-4 Unit),2242 W 29th St,Los Angeles,CA,90018,799995,3,2,C34 - Los Angeles Southwest,1840,6256,1921,13,435,,Active,July-16-2017 12:00 PM,July-16-2017 3:00 PM,http://www.redfin.com/CA/Los-Angeles/2242-W-29th-St-90018/home/6893975,CRMLS,DW17148546
MLS Listing,,Multi-Family (2-4 Unit),4416 8th Ave,Los Angeles (City),CA,90043,595500,4,2,Park Hills Heights,1973,6345,1924,13,302,,Active,,,http://www.redfin.com/CA/Los-Angeles/4416-8th-Ave-90043/home/6869283,TheMLS,17-247124
MLS Listing,,Multi-Family (2-4 Unit),1326 South Mariposa Ave,Los Angeles (City),CA,90006,687500,7,4,Mid Los Angeles,1764,6501,1895,13,390,,Active,,,http://www.redfin.com/CA/Los-Angeles/1326-S-Mariposa-Ave-90006/home/6907965,TheMLS,17-247304
MLS Listing,,Multi-Family (2-4 Unit),1504 Whitefield Rd,Pasadena,CA,91104,725000,,,646 - Pasadena (NE),,7504,1913,14,,,Active,,,http://www.redfin.com/CA/Pasadena/1504-Whitefield-Rd-91104/home/7199931,i-Tech MLS,817000522
MLS Listing,,Multi-Family (5+ Unit),440 E KINGSLEY Ave,Pomona,CA,91767,899000,10,6,687 - Pomona,4536,5921,1963,14,198,,Active,,,http://www.redfin.com/CA/Pomona/440-E-Kingsley-Ave-91767/home/7898413,CRMLS,AR17149769
MLS Listing,,Multi-Family (2-4 Unit),2604 Missouri Ave,South Gate,CA,90280,540888,3,2,"T2 - Cudahy, SouthGate W of 710, HuntPk S of Flore",1976,5618,1951,14,274,,Active,,,http://www.redfin.com/CA/South-Gate/2604-Missouri-Ave-90280/home/7373875,CRMLS,OC17149748
MLS Listing,,Multi-Family (5+ Unit),1265 East 108th St,Los Angeles (City),CA,90059,675000,11,5,Metropolitan South,3349,8639,1952,14,202,,Active,,,http://www.redfin.com/CA/Los-Angeles/1265-E-108th-St-90059/home/7312048,TheMLS,17-247174
MLS Listing,,Multi-Family (2-4 Unit),320 North Mountain View Ave,Los Angeles (City),CA,90026,780000,4,2,Silver Lake/Echo Park,1653,4801,1954,15,472,,Active,,,http://www.redfin.com/CA/Los-Angeles/320-N-Mountain-View-Ave-90026/home/8091099,TheMLS,17-247132
MLS Listing,,Multi-Family (2-4 Unit),1437 W El Segundo Blvd,Los Angeles,CA,90249,650000,10,6,C36 - Metropolitan Southwest,2199,6501,1948,15,296,,Active,,,http://www.redfin.com/CA/Gardena/1437-W-El-Segundo-Blvd-90249/home/7323970,CRISNet,SR17149509
MLS Listing,,Multi-Family (2-4 Unit),4342 4342 1/2 Lima St,Los Angeles,CA,90011,419000,3,3,C37 - Metropolitan South,2,5341,1916,15,209500,,Active,,,http://www.redfin.com/CA/Los-Angeles/4425-1-2-Lima-St-90011/home/113003752,CRMLS,DW17149308
MLS Listing,,Multi-Family (2-4 Unit),6736 Toler Ave,Bell Gardens,CA,90201,699900,5,2,"T3 - Bell Gardens, Bell E of 710, Commerce S of 26",2084,6879,1950,15,336,,Active,,,http://www.redfin.com/CA/Bell-Gardens/6736-Toler-Ave-90201/home/7429629,CRMLS,IG17147206
MLS Listing,,Multi-Family (2-4 Unit),7057 Lanto St,Commerce,CA,90040,699000,,,"T3 - Bell Gardens, Bell E of 710, Commerce S of 26",1938,6414,1984,15,361,,Active,,,http://www.redfin.com/CA/Commerce/7057-Lanto-St-90040/home/7441309,CRMLS,DW17148789
MLS Listing,,Multi-Family (2-4 Unit),923 North Heliotrope Dr,Los Angeles (City),CA,90029,899900,7,2.5,Hollywood,2671,6249,1921,16,337,,Active,,,http://www.redfin.com/CA/Los-Angeles/923-N-Heliotrope-Dr-90029/home/7110326,TheMLS,17-246240
MLS Listing,,Multi-Family (2-4 Unit),1826 E Bales St,Compton,CA,90221,774900,0,,"RO - Compton S of Rosecrans, E of Alameda",4453,10136,1940,16,174,,Active,,,http://www.redfin.com/CA/Compton/1826-E-Bales-St-90221/home/7363942,CRMLS,DW17148041
MLS Listing,,Multi-Family (2-4 Unit),4727 W 172nd St,Lawndale,CA,90260,730000,5,2,113 - South Lawndale,2126,5801,1959,16,343,,Active,,,http://www.redfin.com/CA/Lawndale/4727-W-172nd-St-90260/home/6570561,CRMLS,SB17147949
MLS Listing,,Multi-Family (2-4 Unit),7921 Morton Ave,Los Angeles,CA,90001,799000,4,3,699 - Not Defined,1865,6000,1941,16,428,,Active,,,http://www.redfin.com/CA/Los-Angeles/7921-Morton-Ave-90001/home/7286722,CRMLS,DW17147292
MLS Listing,,Multi-Family (2-4 Unit),853 E 91st St,Los Angeles,CA,90002,380000,2,1,C16 - Mid Los Angeles,1642,6354,1923,16,231,,Active,,,http://www.redfin.com/CA/Los-Angeles/853-E-91st-St-90002/home/136075804,CRMLS,WS17147474
MLS Listing,,Multi-Family (2-4 Unit),1167 E 42nd Pl,Los Angeles,CA,90011,599999,21,9,C34 - Los Angeles Southwest,3065,6853,1965,17,196,,Active,,,http://www.redfin.com/CA/Los-Angeles/1167-E-42nd-Pl-90011/home/6926718,CRMLS,DW17147215
MLS Listing,,Multi-Family (2-4 Unit),1301 South Tamarind Ave,Compton,CA,90220,375000,2,2,Compton South of Rosecrans/East of Central/West of Alameda,1272,5921,1949,17,295,,Active,,,http://www.redfin.com/CA/Compton/1301-S-Tamarind-Ave-90220/home/7354153,TheMLS,17-246316
MLS Listing,,Multi-Family (2-4 Unit),8714 Orchard Ave,Los Angeles,CA,90044,625000,7,5,C34 - Los Angeles Southwest,2594,6001,1920,17,241,,Active,,,http://www.redfin.com/CA/Los-Angeles/8714-Orchard-Ave-90044/home/7295381,CRMLS,DW17146752
MLS Listing,,Multi-Family (2-4 Unit),200 W 65th St,Los Angeles,CA,90003,459000,3,2,C42 - Downtown L.A.,1400,4975,1924,17,328,,Active,,,http://www.redfin.com/CA/Los-Angeles/200-W-65th-St-90003/home/7277143,i-Tech MLS,317005368
MLS Listing,,Multi-Family (2-4 Unit),4031 Brunswick Ave,Atwater Village,CA,90039,700000,3,2,606 - Atwater,1699,5641,1923,17,412,,Active,,,http://www.redfin.com/CA/Los-Angeles/4031-Brunswick-Ave-90039/home/7136923,CRISNet,SR17146825
MLS Listing,,Multi-Family (2-4 Unit),15538 Vermont Ave,Paramount,CA,90723,525000,3,2,RK - Paramount South of Somerset,1520,7951,1933,18,345,,Active,,,http://www.redfin.com/CA/Paramount/15538-Vermont-Ave-90723/home/7408925,CRMLS,OC17144048
MLS Listing,,Multi-Family (2-4 Unit),10616 S Main St,Los Angeles,CA,90003,559000,6,4,C34 - Los Angeles Southwest,2597,3500,2005,18,215,,Active,,,http://www.redfin.com/CA/Los-Angeles/10616-S-Main-St-90003/home/44494082,CRMLS,CV17146115
MLS Listing,,Multi-Family (2-4 Unit),2313 W Carson St,Torrance,CA,90501,699000,2,2,134 - Old Torrance,1340,6301,1927,18,522,,Active,July-16-2017 2:00 PM,July-16-2017 5:00 PM,http://www.redfin.com/CA/Torrance/2313-W-Carson-St-90501/home/7651365,CRMLS,PV17140657
MLS Listing,,Multi-Family (2-4 Unit),13108 S Vesta Ave,Compton,CA,90222,475000,4,3,"RP - Compton S of Rosecrans, E of Central,W of Ala",1343,3624,1928,18,354,,Active,July-15-2017 12:00 PM,July-15-2017 5:00 PM,http://www.redfin.com/CA/Compton/13108-S-Vesta-Ave-90222/home/7348319,CRMLS,PW17142024
MLS Listing,,Multi-Family (2-4 Unit),7751 Vineland Ave,Sun Valley,CA,91352,599000,4,2,SUNV - Sun Valley,1589,6002,1952,18,377,,Active,,,http://www.redfin.com/CA/Los-Angeles/7751-Vineland-Ave-91352/home/5017855,i-Tech MLS,317005339
MLS Listing,,Multi-Family (2-4 Unit),640 W 84th St,Los Angeles,CA,90044,485000,4,2,C36 - Metropolitan Southwest,2088,6508,1929,18,232,,Active,,,http://www.redfin.com/CA/Los-Angeles/640-W-84th-St-90044/home/7291020,CRMLS,PW17145540
MLS Listing,,Multi-Family (2-4 Unit),1638 South Bronson Ave,Los Angeles (City),CA,90019,829000,4,4,Mid Los Angeles,2572,7456,1921,18,322,,Active,,,http://www.redfin.com/CA/Los-Angeles/1638-S-Bronson-Ave-90019/home/6906307,TheMLS,17-245576
MLS Listing,,Multi-Family (2-4 Unit),335 E 102nd St,Los Angeles,CA,90003,449999,5,2,C37 - Metropolitan South,1820,5171,1927,19,247,,Active,,,http://www.redfin.com/CA/Los-Angeles/335-E-102nd-St-90003/home/7311163,CRMLS,RS17145281
MLS Listing,,Multi-Family (2-4 Unit),444 S Rowan Ave,Los Angeles,CA,90063,530000,4,2,677 - Lincoln Hts,1504,5152,1922,19,352,,Active,,,http://www.redfin.com/CA/Los-Angeles/444-S-Rowan-Ave-90063/home/6961468,CRMLS,DW17145163
MLS Listing,,Multi-Family (2-4 Unit),3926 Ardmore Ave,South Gate,CA,90280,650000,4,3,"T2 - Cudahy, SouthGate W of 710, HuntPk S of Flore",2526,7185,1929,19,257,,Active,,,http://www.redfin.com/CA/South-Gate/3926-Ardmore-Ave-90280/home/22134215,CRMLS,DW17145133
MLS Listing,,Multi-Family (5+ Unit),627 West 82nd St,Los Angeles (City),CA,90044,825000,11,5,Metropolitan Southwest,3505,9301,1924,19,235,,Active,,,http://www.redfin.com/CA/Los-Angeles/627-W-82nd-St-90044/home/7291152,TheMLS,17-242970
MLS Listing,,Multi-Family (2-4 Unit),1742 West 83rd St #1742,Los Angeles (City),CA,90047,459000,6,4,Metropolitan Southwest,3464,6676,1955,19,133,,Active,July-16-2017 10:30 AM,July-16-2017 11:30 AM,http://www.redfin.com/CA/Los-Angeles/1742-W-83rd-St-90047/unit-1742/home/7292582,TheMLS,17-245562
MLS Listing,,Multi-Family (2-4 Unit),1333 E 77th Pl,Los Angeles,CA,90001,480000,,,C37 - Metropolitan South,1692,6544,1952,19,284,,Active,,,http://www.redfin.com/CA/Los-Angeles/1333-E-77th-Pl-90001/home/7286061,CRMLS,RS17143233
MLS Listing,,Multi-Family (2-4 Unit),2918 Baldwin St,Los Angeles (City),CA,90031,679900,6,4,Lincoln Heights,2323,9019,1913,19,293,,Active,,,http://www.redfin.com/CA/Los-Angeles/2918-Baldwin-St-90031/home/6947867,TheMLS,17-245500
MLS Listing,,Multi-Family (2-4 Unit),5194 Wood Ave,South Gate,CA,90280,499000,,,"T2 - Cudahy, SouthGate W of 710, HuntPk S of Flore",,5651,1963,19,,,Active,,,http://www.redfin.com/CA/South-Gate/5194-Wood-Ave-90280/home/7385441,i-Tech MLS,817000427
MLS Listing,,Multi-Family (2-4 Unit),8804 Beach St,Los Angeles,CA,90002,430000,3,3,699 - Not Defined,1404,4251,1924,19,306,,Active,,,http://www.redfin.com/CA/Los-Angeles/8804-Beach-St-90002/home/7299217,CRMLS,DW17144683
MLS Listing,,Multi-Family (2-4 Unit),8806 Beach St,Los Angeles,CA,90002,430000,3,3,699 - Not Defined,1404,4251,1924,19,306,,Active,,,http://www.redfin.com/CA/Los-Angeles/8806-Beach-St-90002/home/7299218,CRMLS,DW17144481
MLS Listing,,Multi-Family (2-4 Unit),229 West 28th St,Los Angeles (City),CA,90007,649000,2,2,Downtown Los Angeles,2680,6590,1903,19,242,,Active,,,http://www.redfin.com/CA/Los-Angeles/229-W-28th-St-90007/home/6929379,TheMLS,17-245324
MLS Listing,,Multi-Family (2-4 Unit),414 E Avenue 43,Los Angeles,CA,90031,799000,3,3,C34 - Los Angeles Southwest,2786,9166,1922,19,287,,Active,,,http://www.redfin.com/CA/Los-Angeles/414-East-Avenue-43-90031/home/6946611,CRISNet,SR17142304
MLS Listing,,Multi-Family (2-4 Unit),6505 South Vermont Ave,Los Angeles (City),CA,90044,508800,0,,Los Angeles Southwest,2744,2500,1931,19,185,,Active,,,http://www.redfin.com/CA/Los-Angeles/6505-S-Vermont-Ave-90044/home/110301109,TheMLS,17-245290
MLS Listing,,Multi-Family (2-4 Unit),2648 South Spaulding Ave,Los Angeles (City),CA,90016,725000,4,2,Mid Los Angeles,1684,4294,1941,19,431,,Active,,,http://www.redfin.com/CA/Los-Angeles/2648-S-Spaulding-Ave-90016/home/6890657,TheMLS,17-244572
MLS Listing,,Multi-Family (2-4 Unit),3401 London St,Los Angeles,CA,90026,900000,3,2,671 - Silver Lake,1900,6662,1922,20,474,,Active,,,http://www.redfin.com/CA/Los-Angeles/3401-London-St-90026/home/7051559,CRMLS,RS17144125
MLS Listing,,Multi-Family (2-4 Unit),306 Bixel St,Los Angeles,CA,90026,430000,,,671 - Silver Lake,,2648,1911,20,,,Active,,,http://www.redfin.com/CA/Los-Angeles/306-N-Bixel-St-90026/home/6936954,i-Tech MLS,817000411
MLS Listing,,Multi-Family (5+ Unit),8115 South Figueroa St,Los Angeles (City),CA,90003,599000,1,6,Metropolitan South,2248,6501,1950,21,266,,Active,,,http://www.redfin.com/CA/Los-Angeles/8115-S-Figueroa-St-90003/home/7291157,TheMLS,17-241286
MLS Listing,,Multi-Family (2-4 Unit),229 W 70th St,Los Angeles,CA,90003,609000,7,3,C34 - Los Angeles Southwest,2655,5158,1962,21,229,,Active,,,http://www.redfin.com/CA/Los-Angeles/229-W-70th-St-90003/home/7277364,CRISNet,SR17143247
MLS Listing,,Multi-Family (2-4 Unit),1635 South Berendo St,Los Angeles (City),CA,90006,879000,4,2,Mid Los Angeles,1838,4774,1902,21,478,,Active,,,http://www.redfin.com/CA/Los-Angeles/1635-S-Berendo-St-90006/home/6908149,TheMLS,17-245094
MLS Listing,,Multi-Family (2-4 Unit),5113 S San Pedro St,Los Angeles,CA,90011,375000,4,2,C37 - Metropolitan South,1375,1746,1961,21,273,,Active,,,http://www.redfin.com/CA/Los-Angeles/5113-S-San-Pedro-St-90011/home/6923104,CRMLS,DW17143587
MLS Listing,,Multi-Family (2-4 Unit),4706 Ivy St,Pico Rivera,CA,90660,600000,3,1,649 - Pico Rivera,1404,4318,1948,22,427,,Active,,,http://www.redfin.com/CA/Pico-Rivera/4706-Ivy-St-90660/home/7437317,CRMLS,PW17143523
MLS Listing,,Multi-Family (2-4 Unit),11030 Mansel Ave,Inglewood,CA,90304,675000,6,3,Lennox,2106,5889,1954,22,321,,Active,,,http://www.redfin.com/CA/Inglewood/11030-Mansel-Ave-90304/home/6485482,TheMLS,17-244302
MLS Listing,,Multi-Family (2-4 Unit),845 E 112th St,Los Angeles,CA,90059,525000,6,4,C37 - Metropolitan South,1,3876,1995,22,525000,,Active,,,http://www.redfin.com/CA/Los-Angeles/845-E-112th-St-90059/home/7315865,CRMLS,DW17143353
MLS Listing,,Multi-Family (2-4 Unit),161 W 77th St,Los Angeles,CA,90003,600000,6,3,C16 - Mid Los Angeles,2724,6300,1910,22,220,,Active,,,http://www.redfin.com/CA/Los-Angeles/161-W-77th-St-90003/home/7290204,CRMLS,IV17137163
MLS Listing,,Multi-Family (2-4 Unit),3439 Paloma St,Los Angeles,CA,90011,389000,3,2,699 - Not Defined,1172,2340,1923,22,332,,Active,,,http://www.redfin.com/CA/Los-Angeles/3439-Paloma-St-90011/home/6925464,CRMLS,IG17142047
MLS Listing,,Multi-Family (2-4 Unit),10238 Valley View Ave,Whittier,CA,90604,439000,6,4,Whittier,3554,24518,1937,22,124,,Active,July-15-2017 2:00 PM,July-15-2017 3:00 PM,http://www.redfin.com/CA/Whittier/10238-Valley-View-Ave-90604/home/7817813,TheMLS,17-244854
MLS Listing,,Multi-Family (2-4 Unit),335 E Eleanor Ln,Long Beach,CA,90805,460000,3,2,699 - Not Defined,1308,5593,1939,22,352,,Active,,,http://www.redfin.com/CA/Long-Beach/335-E-Eleanor-Ln-90805/home/7623042,CRISNet,SR17142940
MLS Listing,,Multi-Family (2-4 Unit),4141 Michigan Ave,Los Angeles (City),CA,90063,486000,4,2,East Los Angeles,1602,4103,1929,22,303,,Active,,,http://www.redfin.com/CA/Los-Angeles/4141-Michigan-Ave-90063/home/6959516,PALM,17-244332PS
MLS Listing,,Multi-Family (2-4 Unit),841 E 108th St,Los Angeles,CA,90059,499900,4,4,C37 - Metropolitan South,2058,2878,1926,22,243,,Active,,,http://www.redfin.com/CA/Los-Angeles/841-E-108th-St-90059/home/113654761,CRMLS,RS17142592
MLS Listing,,Multi-Family (2-4 Unit),10831 Berry Ave,Anaheim,CA,92804,795000,6,3,79 - Anaheim West of Harbor,1629,11326,1929,23,488,,Active,,,http://www.redfin.com/CA/Anaheim/10831-Berry-Ave-92804/home/3598012,CRMLS,IV17142452
MLS Listing,,Multi-Family (2-4 Unit),749 Via Altamira,Montebello,CA,90640,780000,5,4,674 - Montebello,2656,6052,1954,23,294,,Active,,,http://www.redfin.com/CA/Montebello/749-Via-Altamira-90640/home/6980830,CRMLS,AR17142403
MLS Listing,,Multi-Family (2-4 Unit),1257 Drumm Ave,Wilmington,CA,90744,645000,8,4,196 - East Wilmington,2800,7897,1913,23,230,,Active,,,http://www.redfin.com/CA/Los-Angeles/1257-Drumm-Ave-90744/home/7680060,CRMLS,OC17142269
MLS Listing,,Multi-Family (2-4 Unit),938 E 41st Pl,Los Angeles,CA,90011,399900,5,3,C23 - Metropolitan,1800,6250,1909,23,222,,Active,,,http://www.redfin.com/CA/Los-Angeles/938-E-41st-Pl-90011/home/6926572,CRMLS,MB17142151
MLS Listing,,Multi-Family (5+ Unit),6203 Stafford Ave,Huntington Park,CA,90255,810000,7,6,"T5 - WalnutPk, HuntPk, Bell N of Florence, and Cud",3144,7473,1913,23,258,,Active,,,http://www.redfin.com/CA/Huntington-Park/6203-Stafford-Ave-90255/unit-B/home/7423961,CRMLS,DW17142197
MLS Listing,,Multi-Family (2-4 Unit),477 W 10th St,San Pedro,CA,90731,449000,4,2,185 - Plaza,1879,5001,1939,23,239,,Active,,,http://www.redfin.com/CA/Los-Angeles/477-W-10th-St-90731/home/7690948,CRMLS,SB17140781
MLS Listing,,Multi-Family (5+ Unit),1800 E Alondra Blvd,Compton,CA,90221,649000,4,5,"RO - Compton S of Rosecrans, E of Alameda",3092,5622,1958,23,210,,Active,,,http://www.redfin.com/CA/Compton/1800-E-Alondra-Blvd-90221/home/22131878,CRMLS,MB17142068
MLS Listing,,Multi-Family (2-4 Unit),938 E 4th St,Long Beach,CA,90802,899000,8,5,"4 - Downtown Area, Alamitos Beach",2891,3569,1979,23,311,,Active,,,http://www.redfin.com/CA/Long-Beach/938-E-4th-St-90802/home/7617643,CRMLS,RS17141530
MLS Listing,,Multi-Family (2-4 Unit),434 W Laurel St,Compton,CA,90220,459000,3,3,"RN - Compton N of Rosecrans, E of Central",1680,6382,1948,23,273,,Active,,,http://www.redfin.com/CA/Compton/434-W-Laurel-St-90220/home/7353014,CRMLS,DW17141996
MLS Listing,,Multi-Family (2-4 Unit),6522 Pine Ave,Bell,CA,90201,580000,5,2,"T6 - Maywood, Bell",1829,6972,1926,23,317,,Active,,,http://www.redfin.com/CA/Bell/6522-Pine-Ave-90201/home/7427156,CRMLS,RS17141948
MLS Listing,,Multi-Family (2-4 Unit),1283 W 24th St,Los Angeles,CA,90007,879000,5,6,C16 - Mid Los Angeles,3218,5887,1895,24,273,,Active,,,http://www.redfin.com/CA/Los-Angeles/1283-W-24th-St-90007/home/6896235,i-Tech MLS,317005282
MLS Listing,,Multi-Family (5+ Unit),4770 Melrose Ave,Los Angeles,CA,90029,880000,7,4,C17 - Mid-Wilshire,3436,4998,1919,24,256,,Active,,,http://www.redfin.com/CA/Los-Angeles/4770-Melrose-Ave-90029/home/17242407,CRISNet,SR17139652
MLS Listing,,Multi-Family (2-4 Unit),930 Ohio Ave,Long Beach,CA,90804,550000,3,2,"3 - Eastside, Circle Area",1028,6751,1941,25,535,,Active,,,http://www.redfin.com/CA/Long-Beach/930-Ohio-Ave-90804/home/7607022,CRMLS,OC17138505
MLS Listing,,Multi-Family (2-4 Unit),1513 N Euclid St,Santa Ana,CA,92703,689000,4,2,"68 - N of Heil, S of Blsa, E of Brookhrst, W of Ha",1904,6098,1966,25,362,,Active,,,http://www.redfin.com/CA/Santa-Ana/1513-N-Euclid-St-92703/unit-A/home/3477043,CRMLS,OC17139925
MLS Listing,,Multi-Family (2-4 Unit),5533 Cartwright Ave,North Hollywood,CA,91601,839000,4,3,NHO - North Hollywood,2040,5998,1951,25,411,,Active,,,http://www.redfin.com/CA/Los-Angeles/5533-Cartwright-Ave-91601/home/5293773,CRMLS,PW17139529
MLS Listing,,Multi-Family (2-4 Unit),4708 Verona St,East Los Angeles,CA,90022,580000,6,3,ELA - East Los Angeles,1878,5399,1922,25,309,,Active,,,http://www.redfin.com/CA/East-Los-Angeles/4708-Verona-St-90022/home/6965688,CRMLS,DW17139889
MLS Listing,,Multi-Family (2-4 Unit),817 West 90th St,Los Angeles (City),CA,90044,550000,5,3,Metropolitan Southwest,2120,5203,1923,25,259,,Active,,,http://www.redfin.com/CA/Los-Angeles/817-W-90th-St-90044/home/7295547,TheMLS,17-243202
MLS Listing,,Multi-Family (5+ Unit),1630 W 206th St,Torrance,CA,90501,675000,12,6,122 - Harbor Gateway,2180,7000,1955,25,310,,Active,,,http://www.redfin.com/CA/Torrance/1630-W-206th-St-90501/home/7649531,CRMLS,RS17139486
MLS Listing,,Multi-Family (2-4 Unit),413 South Acacia Ave,Compton,CA,90220,550000,4,4,Compton South of Rosecrans/East of Central/West of Alameda,2856,5771,1928,25,193,,Active,,,http://www.redfin.com/CA/Compton/413-S-Acacia-Ave-90220/home/7352051,TheMLS,17-243374
MLS Listing,,Multi-Family (2-4 Unit),9049 Algeroma St,Bellflower,CA,90706,499000,3,2,"RJ - Bellflower N of Alondra, W of Bellflower",1100,5603,1946,25,454,,Active,,,http://www.redfin.com/CA/Bellflower/9049-Algeroma-St-90706/home/7409338,CRMLS,RS17139234
MLS Listing,,Multi-Family (2-4 Unit),634 W Redondo Beach Blvd,Gardena,CA,90247,550000,4,3,116 - North Gateway,2228,5549,1956,26,247,,Active,,,http://www.redfin.com/CA/Gardena/634-W-Redondo-Beach-Blvd-90247/home/7333213,CRMLS,SB17139072
MLS Listing,,Multi-Family (2-4 Unit),619 West Kelso St,Inglewood,CA,90301,640000,4,3,North Inglewood,1225,5999,1925,26,522,,Active,,,http://www.redfin.com/CA/Inglewood/619-W-Kelso-St-90301/home/6445529,TheMLS,17-243252
MLS Listing,,Multi-Family (2-4 Unit),28 W Montana St,Pasadena,CA,91103,635000,4,3,645 - Pasadena (NW),1880,7892,1963,26,338,,Active,,,http://www.redfin.com/CA/Pasadena/28-W-Montana-St-91103/unit-1-3/home/7256268,CRMLS,WS17135330
MLS Listing,,Multi-Family (5+ Unit),1714 West Florence Ave,Los Angeles (City),CA,90047,785000,4,5,Metropolitan Southwest,3622,2954,1946,26,217,,Active,,,http://www.redfin.com/CA/Los-Angeles/1714-W-Florence-Ave-90047/home/102403166,TheMLS,17-243190
MLS Listing,,Multi-Family (2-4 Unit),847 Ninth St,Pomona,CA,91766,489000,15,9,687 - Pomona,2300,7500,1934,26,213,,Active,,,http://www.redfin.com/CA/Pomona/847-E-9th-St-91766/home/7897096,CRMLS,IV17138941
MLS Listing,,Multi-Family (2-4 Unit),4713 Mckinley Ave,Los Angeles (City),CA,90011,490000,3,3,Metropolitan South,1654,6173,1922,26,296,,Active,,,http://www.redfin.com/CA/Los-Angeles/4713-McKinley-Ave-90011/home/6922479,TheMLS,17-242892
MLS Listing,,Multi-Family (2-4 Unit),10318 S San Pedro St,Los Angeles,CA,90003,415900,4,3,C37 - Metropolitan South,1454,3000,1957,26,286,,Active,,,http://www.redfin.com/CA/Los-Angeles/10318-S-San-Pedro-St-90003/home/22137650,CRISNet,SR17138613
