SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#
Foreclosed Home,,Multi-Family (2-4 Unit),3869 W 54th St,View Park-Windsor Hills,CA,90043,,4,2,View Park-Windsor Hills,2448,6001,1924,278,,,Active,,,http://www.redfin.com/CA/View-Park-Windsor-Hills/3869-W-54th-St-90043/home/6865376,Public Records,577983695
Foreclosed Home,,Multi-Family (2-4 Unit),768 E 6th St,Pomona,CA,91766,,5,2,R S BASSETTS SUB,1842,6282,1930,342,,,Active,,,http://www.redfin.com/CA/Pomona/768-E-6th-St-91766/home/7897882,Public Records,574902600
Foreclosed Home,,Multi-Family (2-4 Unit),4457 W 120th St,Hawthorne,CA,90250,,4,4,HAWTHORNE,2048,5350,1958,349,,,Active,,,http://www.redfin.com/CA/Hawthorne/4457-W-120th-St-90250/home/8118916,Public Records,574537164
Foreclosed Home,,Multi-Family (2-4 Unit),1341 N Mariposa Ave,Los Angeles,CA,90027,,4,3,WISENDANGERS PROSPECT PARK ADD,2265,6789,1934,359,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1341-N-Mariposa-Ave-90027/home/7112057,Public Records,573983445
Foreclosed Home,,Multi-Family (2-4 Unit),1149 W 25th St,Los Angeles,CA,90007,,4,4,URMSTON TR,3120,5878,1904,366,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1149-W-25th-St-90007/home/6896348,Public Records,573783067
Foreclosed Home,,Multi-Family (2-4 Unit),3825 Wall St,Los Angeles,CA,90011,,3,3,DALY & MATTLER,1248,4397,1905,371,,,Active,,,http://www.redfin.com/CA/Los-Angeles/3825-Wall-St-90011/home/6929289,Public Records,570673696
Foreclosed Home,,Multi-Family (2-4 Unit),347 E 61st St,Los Angeles,CA,90003,,3,2,METTLERS MAIN STREET SOUTH PAR,1420,5417,1910,394,,,Active,,,http://www.redfin.com/CA/Los-Angeles/347-E-61st-St-90003/home/7274076,Public Records,571000326
Foreclosed Home,,Multi-Family (2-4 Unit),3688 4th Ave,Los Angeles,CA,90018,,2,2,JEFFERSON STREET PARK,1586,5610,1923,394,,,Active,,,http://www.redfin.com/CA/Los-Angeles/3688-4th-Ave-90018/home/6886467,Public Records,570074801
Foreclosed Home,,Multi-Family (2-4 Unit),3626 W 64th St,Inglewood,CA,90302,,4,2,Inglewood,1735,4801,1922,394,,,Active,,,http://www.redfin.com/CA/Inglewood/3626-W-64th-St-90302/home/6428656,Public Records,570059913
Foreclosed Home,,Multi-Family (2-4 Unit),4225 Fernwood Ave,Lynwood,CA,90262,,4,2,Lynwood,1472,4977,1939,443,,,Active,,,http://www.redfin.com/CA/Lynwood/4225-Fernwood-Ave-90262/home/7366593,Public Records,567409122
Foreclosed Home,,Multi-Family (2-4 Unit),4628 Kingswell Ave,Los Angeles,CA,90027,,3,3,EDGEMONT TERRACE,2752,7160,1923,443,,,Active,,,http://www.redfin.com/CA/Los-Angeles/4628-Kingswell-Ave-90027/home/7134863,Public Records,567195639
Foreclosed Home,,Multi-Family (2-4 Unit),4030 Pendleton Ave,Lynwood,CA,90262,,5,2,Lynwood,2545,7903,1950,448,,,Active,,,http://www.redfin.com/CA/Lynwood/4030-Pendleton-Ave-90262/home/7368576,Public Records,565275917
Foreclosed Home,,Multi-Family (2-4 Unit),500 E 61st St,Los Angeles,CA,90003,,5,2,STRONG & DICKINSONS ASCOT SOUT,1496,5400,1914,520,,,Active,,,http://www.redfin.com/CA/Los-Angeles/500-E-61st-St-90003/home/7274005,Public Records,564791824
Foreclosed Home,,Multi-Family (2-4 Unit),623 Gulf Ave,Los Angeles,CA,90744,,6,4,RE SUB,2568,7186,1952,524,,,Active,,,http://www.redfin.com/CA/Los-Angeles/623-Gulf-Ave-90744/home/7676394,Public Records,561672535
Foreclosed Home,,Multi-Family (2-4 Unit),2744 Fairmount St,Los Angeles,CA,90033,,4,3,FOREST HEIGHTS TR,2568,5842,1924,524,,,Active,,,http://www.redfin.com/CA/Los-Angeles/2744-Fairmount-St-90033/home/6938913,Public Records,558889478
Foreclosed Home,,Multi-Family (2-4 Unit),712 W Caldwell St,Compton,CA,90220,,3,2,Compton,1402,18731,1948,524,,,Active,,,http://www.redfin.com/CA/Compton/712-W-Caldwell-St-90220/home/7353404,Public Records,557570838
Foreclosed Home,,Multi-Family (2-4 Unit),9715 S Hoover St,Los Angeles,CA,90044,,4,3,SUNNY SIDE,1626,4474,1941,617,,,Active,,,http://www.redfin.com/CA/Los-Angeles/9715-S-Hoover-St-90044/home/7305517,Public Records,552249835
Foreclosed Home,,Multi-Family (2-4 Unit),937 W 131st St,Compton,CA,90222,,3,3,Compton,1380,6022,1937,850,,,Active,,,http://www.redfin.com/CA/Compton/937-W-131st-St-90222/home/7345077,Public Records,489146449
Foreclosed Home,,Multi-Family (2-4 Unit),2927 Kenwood Ave,Los Angeles,CA,90007,,4,4,POOLE & JONES TR,4734,6552,1915,877,,,Active,,,http://www.redfin.com/CA/Los-Angeles/2927-Kenwood-Ave-90007/home/6895311,Public Records,487306518
Foreclosed Home,,Multi-Family (2-4 Unit),1022 S Alma Ave,Los Angeles,CA,90023,,5,3,VERONA TR,2045,6483,1916,877,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1022-S-Alma-Ave-90023/home/6962111,Public Records,487320196
Foreclosed Home,,Multi-Family (2-4 Unit),154 E 80th St,Los Angeles,CA,90003,,8,4,Los Angeles,2874,4802,2011,900,,,Active,,,http://www.redfin.com/CA/Los-Angeles/154-E-80th-St-90003/home/7289238,Public Records,485895071
Foreclosed Home,,Multi-Family (2-4 Unit),125 W 74th St,Los Angeles,CA,90003,,3,2,NEWLANDS MAIN STREET,1212,5973,1927,901,,,Active,,,http://www.redfin.com/CA/Los-Angeles/125-W-74th-St-90003/home/7290075,Public Records,482869419
Foreclosed Home,,Multi-Family (2-4 Unit),823 W 69th St Unit 1-4,Los Angeles,CA,90044,,4,4,SOUTH VERMONT,2184,7153,1922,901,,,Active,,,http://www.redfin.com/CA/Los-Angeles/823-W-69th-St-90044/unit-1-4/home/7277572,Public Records,448538317
Foreclosed Home,,Multi-Family (2-4 Unit),4615 Saint Charles Pl,Los Angeles,CA,90019,,10,5,ARLINGTON HEIGHTS TERRACE SUB,3223,7710,1913,901,,,Active,,,http://www.redfin.com/CA/Los-Angeles/4615-Saint-Charles-Pl-90019/home/6905842,Public Records,448538371
Foreclosed Home,,Multi-Family (2-4 Unit),1616 Firestone Blvd,Los Angeles,CA,90001,,3,1,PUTNEY PLACE,2460,4866,1910,901,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1616-Firestone-Blvd-90001/home/7298914,Public Records,448538132
Foreclosed Home,,Multi-Family (2-4 Unit),420 E 64th St,Los Angeles,CA,90003,,10,5,CARTHY COMPANYS GREATER LOS A,3648,8101,1959,901,,,Active,,,http://www.redfin.com/CA/Los-Angeles/420-E-64th-St-90003/home/7273888,Public Records,448538059
Foreclosed Home,,Multi-Family (2-4 Unit),933 E 43rd Pl,Los Angeles,CA,90011,,4,2,ROSE TR,1833,6774,1921,1053,,,Active,,,http://www.redfin.com/CA/Los-Angeles/933-E-43rd-Pl-90011/home/6926477,Public Records,420451863
New Construction Home,,Multi-Family (2-4 Unit),11840 Richard M Nixon Dr,Whittier,CA,90602,580000,3,3.5,The Heights on Beverly,1858,,2017,4,312,,Active,,,http://www.redfin.com/CA/Whittier/11840-Richard-M-Nixon-Dr-90602/home/140957415,NewHomeSource.com,1351072
New Construction Home,,Multi-Family (2-4 Unit),16129 Sereno Ln,Chino Hills,CA,91709,621414,4,3.5,Jade Tree,1683,,2017,67,369,,Active,,,http://www.redfin.com/CA/Chino-Hills/16129-Sereno-Ln-91709/home/113791312,NewHomeSource.com,1331359
New Construction Home,,Multi-Family (2-4 Unit),110 Royal Way,Upland,CA,91786,399000,2,3,Citrus Court at The Orchards,1723,,2017,67,232,,Active,,,http://www.redfin.com/CA/Upland/110-Royal-Way-91786/home/113889612,NewHomeSource.com,1331536
New Construction Home,,Multi-Family (2-4 Unit),422 West Route 66 Unit 19,Glendora,CA,91740,499990,3,2.5,Motif at Glendora Place,1578,,2017,74,317,,Active,,,http://www.redfin.com/CA/Glendora/422-West-Route-66-91740/unit-19/home/140957429,NewHomeSource.com,1328723
New Construction Home,,Multi-Family (2-4 Unit),422 West Route 66 Unit 59,Glendora,CA,91740,507195,2,2.5,Motif at Glendora Place,1152,,2017,74,440,,Active,,,http://www.redfin.com/CA/Glendora/422-West-Route-66-91740/unit-59/home/113841836,NewHomeSource.com,1328725
New Construction Home,,Multi-Family (2-4 Unit),422 West Route 66 Unit 63,Glendora,CA,91740,560875,3,2.5,Motif at Glendora Place,1612,,2017,74,348,,Active,,,http://www.redfin.com/CA/Glendora/422-West-Route-66-91740/unit-63/home/114018363,NewHomeSource.com,1328726
New Construction Home,,Multi-Family (2-4 Unit),17581 Newland St,Huntington Beach,CA,92647,699990,3,3,Monarch Walk,1514,,2017,80,462,,Active,,,http://www.redfin.com/CA/Huntington-Beach/17581-Newland-St-92647/home/113799396,NewHomeSource.com,1327210
New Construction Home,,Multi-Family (2-4 Unit),6303 San Dollar Dr,Westminster,CA,,575990,3,2.5,Pacific Walk,1584,,2016,268,364,,Active,,,http://www.redfin.com/CA/Westminster/6303-San-Dollar-Dr-Unknown/home/109318679,NewHomeSource.com,1277049
New Construction Home,,Multi-Family (2-4 Unit),6320 Maple Ave,Westminster,CA,92683,612990,3,3,Pacific Walk,1807,,2016,268,339,,Active,,,http://www.redfin.com/CA/Westminster/6320-Maple-Ave-92683/home/106431664,NewHomeSource.com,1277048
